"id","time","title","type","day"
"2367","8:30 AM - 10:20 AM ","Standardizing Patient-reported Outcome in Oncology: Improving Cancer Care Through Patient Experience","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"2869","8:30 AM - 10:20 AM ","Statistical Computing Applications of Bayesian Modeling","Contributed Papers ","Monday, August 4, 2025"
"2796","8:30 AM - 10:20 AM ","Statistical Innovation and Opportunities for Oncology Clinical Trials","Contributed Papers ","Monday, August 4, 2025"
"2100","8:30 AM - 10:20 AM ","Statistical Methods at the Interface of Statistics and Machine Learning/Artificial Intelligence","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"2560","8:30 AM - 10:20 AM ","Statistics and Data Science Advancements in Drug Development: Perspectives from Academia, Industry, and Regulatory Authority","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"4433","8:30 AM - 5:00 PM ","Storing, Importing, Managing, and Analyzing Large Data Locally with R","Professional Development Course/CE ","Monday, August 4, 2025"
"1150","8:30 AM - 10:20 AM ","The Mathematics of Large Language Models","Invited Paper Session ","Monday, August 4, 2025"
"1377","8:30 AM - 10:20 AM ","The Past, Present, and Future of Sports Analytics in Industry and the Academy","Invited Panel Session ","Monday, August 4, 2025"
"2159","8:30 AM - 10:20 AM ","The Role of Professional Ethical Practice Standards in Ensuring Scientific Integrity of AI","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"2288","8:30 AM - 10:20 AM ","Using Statistics, Data Science and AI to Enrich the Assessment of Treatment Effect Heterogeneity in Drug Development","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"1539","8:30 AM - 10:20 AM ","What's New in Causal Mediation Analysis?","Invited Paper Session ","Monday, August 4, 2025"
"2948","8:30 AM - 10:20 AM ","WNAR Contributed Session","Contributed Papers ","Monday, August 4, 2025"
"5182","9:00 AM - 5:30 PM ","ASA Booth #","JSM Hours ","Monday, August 4, 2025"
"5183","9:00 AM - 5:30 PM ","ASA Store","JSM Hours ","Monday, August 4, 2025"
"5184","9:00 AM - 5:30 PM ","EXPO 2025","JSM Hours ","Monday, August 4, 2025"
"4257","9:00 AM - 10:30 AM ","Mu Sigma Rho Business Meeting","Affiliate Meetings and Events ","Monday, August 4, 2025"
"5135","10:00 AM - 12:00 PM ","Business Meeting for Transportation Statistics Interest Group","ASA Meetings and Events ","Monday, August 4, 2025"
"5185","10:00 AM - 10:30 AM ","JSM Spotlight: Coffee House","JSM Hours ","Monday, August 4, 2025"
"5186","10:00 AM - 5:00 PM ","Nashville Restaurant and Tourism Information Center","JSM Hours ","Monday, August 4, 2025"
"2401","10:30 AM - 12:20 PM ","A Principled Approach Using the Subgroup Mixable Estimation for Logic-respecting Causal Estimand, Including Making Stratified Conditional Efficacy Exactly Equal to Marginal Efficacy for Time-to-event Outcome","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"2907","10:30 AM - 12:20 PM ","Advancement in Statistical and Machine Learning Methods for Environmental Data","Contributed Papers ","Monday, August 4, 2025"
"1777","10:30 AM - 12:20 PM ","Advancements in Utilizing Mobile Health Data for Mental Health Research","Invited Paper Session ","Monday, August 4, 2025"
"1287","10:30 AM - 12:20 PM ","Advances in Bayesian Computation for Modern Data Science","Invited Paper Session ","Monday, August 4, 2025"
"2927","10:30 AM - 12:20 PM ","Advances in Mendelian Randomization and Microbiome Studies","Contributed Papers ","Monday, August 4, 2025"
"1883","10:30 AM - 12:20 PM ","Advancing Distributed Learning for Complex and Heterogeneous Data","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"2164","10:30 AM - 12:20 PM ","AI, Statistics, and Data Science In Practice","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"1165","10:30 AM - 12:20 PM ","Beyond the Black Box: Tools and Techniques for Explaining Causal ML Models in Different Phases of Dr","Invited Paper Session ","Monday, August 4, 2025"
"2887","10:30 AM - 12:20 PM ","Clustering and Structure Identification","Contributed Papers ","Monday, August 4, 2025"
"4523","10:30 AM - 12:20 PM ","Contributed Poster Presentations: Biometrics Section","Contributed Posters ","Monday, August 4, 2025"
"4524","10:30 AM - 12:20 PM ","Contributed Poster Presentations: Biopharmaceutical Section","Contributed Posters ","Monday, August 4, 2025"
"4525","10:30 AM - 12:20 PM ","Contributed Poster Presentations: ENAR","Contributed Posters ","Monday, August 4, 2025"
"4526","10:30 AM - 12:20 PM ","Contributed Poster Presentations: Health Policy Statistics Section","Contributed Posters ","Monday, August 4, 2025"
"2065","10:30 AM - 12:20 PM ","Cutting-Edge Advances in Graphical Models and High-Dimensional Methods","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"2543","10:30 AM - 12:20 PM ","Data-Driven Justice: Transforming Forensic Science with Statistics, AI, and Data Science","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"1445","10:30 AM - 12:20 PM ","Doing More with Less: Recent Advances in Small Area Estimation","Invited Paper Session ","Monday, August 4, 2025"
"2947","10:30 AM - 12:20 PM ","Efficient Learning and Uncertainty Quantification in High-Dimensional and Computational Systems","Contributed Papers ","Monday, August 4, 2025"
"1723","10:30 AM - 12:20 PM ","Generative AI and Foundation Models in Defense Applications","Invited Paper Session ","Monday, August 4, 2025"
"1329","10:30 AM - 12:20 PM ","Innovations in Statistical, Machine Learning, and Deep Learning Methods for Complex Data","Invited Paper Session ","Monday, August 4, 2025"
"1026","10:30 AM - 12:20 PM ","JASA Theory and Methods Invited Session","Invited Paper Session ","Monday, August 4, 2025"
"2788","10:30 AM - 12:20 PM ","Latest Genomics, Microbiome, and Sequencing Research","Contributed Papers ","Monday, August 4, 2025"
"2790","10:30 AM - 12:20 PM ","Latest Topics in Causal Inference and Unmeasured Confounding","Contributed Papers ","Monday, August 4, 2025"
"2884","10:30 AM - 12:20 PM ","Machine Learning for Spatiotemporal Data","Contributed Papers ","Monday, August 4, 2025"
"2537","10:30 AM - 12:20 PM ","Machines as Observers in Ecological Monitoring","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"2823","10:30 AM - 12:20 PM ","Methods for Data from Multiple Sources: Transfer Learning, Data Fusion, and More","Contributed Papers ","Monday, August 4, 2025"
"1378","10:30 AM - 12:20 PM ","Modern Process Monitoring","Invited Paper Session ","Monday, August 4, 2025"
"1694","10:30 AM - 12:20 PM ","Navigating Challenges and Leveraging Opportunities in Biostatistics Graduate Education","Invited Panel Session ","Monday, August 4, 2025"
"2852","10:30 AM - 12:20 PM ","New Directions in Spatiotemporal Bayesian Methodology","Contributed Papers ","Monday, August 4, 2025"
"1033","10:30 AM - 12:20 PM ","Probabilistic Machine Learning in Marketing","Invited Paper Session ","Monday, August 4, 2025"
"1640","10:30 AM - 12:20 PM ","Quantitative Benefit-Risk Assessment in Rare Disease","Invited Paper Session ","Monday, August 4, 2025"
"2620","10:30 AM - 12:20 PM ","RAS Student Paper Competition Award Section","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"2170","10:30 AM - 12:20 PM ","Recent Advances in Modeling Multivariate Longitudinal/correlated Outcomes and their Application to Biomedical Research.","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"1483","10:30 AM - 12:20 PM ","Recent Advances in the Use of Sequence Data in Infectious Disease Tracking","Invited Paper Session ","Monday, August 4, 2025"
"1911","10:30 AM - 12:20 PM ","SBSS Student Paper Award I","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"5044","10:30 AM - 11:15 AM ","Speed 2: Statistical Design of Experiments and Sample Size Considerations, Part 2","Contributed Posters ","Monday, August 4, 2025"
"4269","10:30 AM - 12:20 PM ","SPEED 3: Statistical Methods for High Dimensional and Complex Data , Part 1","Contributed Speed ","Monday, August 4, 2025"
"4270","10:30 AM - 12:20 PM ","SPEED 4: Bayesian Analysis and Computational Methods, Part 1","Contributed Speed ","Monday, August 4, 2025"
"1854","10:30 AM - 12:20 PM ","Statistical Foundations in Modern Data Science Education: Insights from a School of Data Science","Topic-Contributed Panel Session ","Monday, August 4, 2025"
"1772","10:30 AM - 12:20 PM ","Statistical Methods for Artificial Intelligence","Invited Paper Session ","Monday, August 4, 2025"
"2879","10:30 AM - 12:20 PM ","Statistical Methods for High-dimensional Data","Contributed Papers ","Monday, August 4, 2025"
"1846","10:30 AM - 12:20 PM ","Statistics Leadership at Every Level: Embracing the Trends of Innovation","Topic-Contributed Panel Session ","Monday, August 4, 2025"
"5085","10:30 AM - 12:00 PM ","Student Chapters Workshop: Infinite Career Trajectories, Sponsored by Westat","ASA Meetings and Events ","Monday, August 4, 2025"
"2667","10:30 AM - 12:20 PM ","Students as Partners in Transforming Statistics Education","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"1549","10:30 AM - 12:20 PM ","The Annals of Applied Statistics Invited Session","Invited Paper Session ","Monday, August 4, 2025"
"2220","10:30 AM - 12:20 PM ","The Savage Dissertation Award","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"1080","10:30 AM - 12:20 PM ","Theory of Deep Learning and Generative AI","Invited Paper Session ","Monday, August 4, 2025"
"2936","10:30 AM - 12:20 PM ","Topics in Text Analysis: Topic Modeling, LLMs, and Beyond","Contributed Papers ","Monday, August 4, 2025"
"5187","11:00 AM - 2:00 PM ","JSM Spotlight: Photobooth, sponsored by SAS","JSM Hours ","Monday, August 4, 2025"
"3622","12:00 PM - 2:00 PM ","Rice University Statistics","Affiliate Meetings and Events ","Monday, August 4, 2025"
"2769","12:00 PM - 1:00 PM ","Section on Text Analysis Business Meeting","ASA Meetings and Events ","Monday, August 4, 2025"
"2957","12:30 PM - 2:00 PM ","2026 JSM Program Committee Meeting (By Invitation Only)","ASA Meetings and Events ","Monday, August 4, 2025"
"4442","12:30 PM - 2:00 PM ","Annals of Statistics Editorial Meeting","Affiliate Meetings and Events ","Monday, August 4, 2025"
"3130","12:30 PM - 1:50 PM ","Committee on Funded Research Business Meeting","ASA Meetings and Events ","Monday, August 4, 2025"
"2738","12:30 PM - 2:00 PM ","Committee on International Relations in Statistics (CIRS) Business Meeting","ASA Meetings and Events ","Monday, August 4, 2025"
"4429","12:30 PM - 4:00 PM ","Council of Chapters Governing Board Meeting","ASA Meetings and Events ","Monday, August 4, 2025"
"3689","12:30 PM - 1:50 PM ","Government Statistics Section P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Monday, August 4, 2025"
"4421","12:30 PM - 2:00 PM ","IMS Editors Luncheon","Affiliate Meetings and Events ","Monday, August 4, 2025"
"4424","12:30 PM - 2:00 PM ","IMS Thelma and Marvin Zelen Emerging Women Leaders in Data Science Award Lunch","Affiliate Meetings and Events ","Monday, August 4, 2025"
"4585","12:30 PM - 2:30 PM ","JCGS Editors' lunch","ASA Meetings and Events ","Monday, August 4, 2025"
"5227","12:30 PM - 2:00 PM ","Joint Computing and Graphics Section Business Meeting","ASA Meetings and Events ","Monday, August 4, 2025"
"3691","12:30 PM - 1:50 PM ","Mental Health Statistics Section P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Monday, August 4, 2025"
"3692","12:30 PM - 1:50 PM ","Section for Statistical Programmers and Analysts P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Monday, August 4, 2025"
"3693","12:30 PM - 1:50 PM ","Section on Medical Devices and Diagnostics P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Monday, August 4, 2025"
"3694","12:30 PM - 1:50 PM ","Section on Statistical Computing P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Monday, August 4, 2025"
"3695","12:30 PM - 1:50 PM ","Section on Statistical Consulting P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Monday, August 4, 2025"
"3696","12:30 PM - 1:50 PM ","Section on Statistics in Epidemiology P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Monday, August 4, 2025"
"3641","12:30 PM - 1:50 PM ","Section on Statistics in Sports Lunchtime Speaker (Added Fee)","Lunchtime Speakers ","Monday, August 4, 2025"
"3697","12:30 PM - 1:50 PM ","Section on Teaching of Statistics in the Health Sciences P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Monday, August 4, 2025"
"2721","12:30 PM - 1:30 PM ","SPAIG Business Meeting","ASA Meetings and Events ","Monday, August 4, 2025"
"3698","12:30 PM - 1:50 PM ","Survey Research Methods Section P.M. Roundtable Discussion (Added Fee)","Roundtables – Lunch ","Monday, August 4, 2025"
"4278","1:00 PM - 5:00 PM ","Bayesian Precision Medicine","Professional Development Course/CE ","Monday, August 4, 2025"
"4280","1:00 PM - 5:00 PM ","Causal Inference in Randomized Controlled Trials","Professional Development Course/CE ","Monday, August 4, 2025"
"4434","1:00 PM - 5:00 PM ","ChatGPT in R","Professional Development Course/CE ","Monday, August 4, 2025"
"5188","1:30 PM - 2:00 PM ","JSM Spotlight: Popcorn Break","JSM Hours ","Monday, August 4, 2025"
"2261","2:00 PM - 3:50 PM ","Addressing Faculty Salary Inequities in Higher Education","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"2877","2:00 PM - 3:50 PM ","Advancements in Reinforcement Learning and Decision Making","Contributed Papers ","Monday, August 4, 2025"
"1159","2:00 PM - 3:50 PM ","Advances in Foundation Models and LLMs for Biomedical Data Science","Invited Paper Session ","Monday, August 4, 2025"
"2830","2:00 PM - 3:50 PM ","Advances in Statistical Inference","Contributed Papers ","Monday, August 4, 2025"
"2611","2:00 PM - 3:50 PM ","Applications of Multistate Model on Complex Disease Processes","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"2950","2:00 PM - 4:00 PM ","ASA/ BIOP Statistical Methods in Oncology SWG meeting","ASA Meetings and Events ","Monday, August 4, 2025"
"2875","2:00 PM - 3:50 PM ","Bridging Statistical Theory and Practice: Tools and Techniques for Effective Consulting and Collaboration","Contributed Papers ","Monday, August 4, 2025"
"1734","2:00 PM - 3:50 PM ","Building K-12 Data Science: A Call to Action for Statisticians","Invited Panel Session ","Monday, August 4, 2025"
"5091","2:00 PM - 3:00 PM ","Committee for Women in Statistics Meeting","ASA Meetings and Events ","Monday, August 4, 2025"
"2820","2:00 PM - 3:50 PM ","Complex Sample Surveys: Design, Estimation, Dissemination","Contributed Papers ","Monday, August 4, 2025"
"4529","2:00 PM - 3:50 PM ","Contributed Poster Presentations: Business Analytics/Statistics Education Interest Group","Contributed Posters ","Monday, August 4, 2025"
"4533","2:00 PM - 3:50 PM ","Contributed Poster Presentations: Business and Economic Statistics Section","Contributed Posters ","Monday, August 4, 2025"
"4537","2:00 PM - 3:50 PM ","Contributed Poster Presentations: Casualty Actuarial Society","Contributed Posters ","Monday, August 4, 2025"
"2851","2:00 PM - 3:50 PM ","Current Developments in Nonparametric Bayes","Contributed Papers ","Monday, August 4, 2025"
"2639","2:00 PM - 3:50 PM ","Data Privacy: Frontiers and Barriers of Differential Privacy","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"1089","2:00 PM - 3:50 PM ","Design and analysis of trials for assessing heterogeneity of individual treatment effect","Invited Panel Session ","Monday, August 4, 2025"
"2506","2:00 PM - 3:50 PM ","Enriching Society by Using Innovative Statistics to Address Non-adherence in Clinical Trials","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"1397","2:00 PM - 3:50 PM ","Environmental Statistics & Data Science: Where do we go from here?","Invited Panel Session ","Monday, August 4, 2025"
"2797","2:00 PM - 3:50 PM ","Harnessing AI/ML and Advanced Analytics in Clinical Development","Contributed Papers ","Monday, August 4, 2025"
"2694","2:00 PM - 3:50 PM ","Improving outcomes using Design of Experiments","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"1535","2:00 PM - 3:50 PM ","Innovations at the Interface of Statistics, AI, and Real-World Evidence","Invited Paper Session ","Monday, August 4, 2025"
"2406","2:00 PM - 3:50 PM ","Methods and Considerations for Using Differential Privacy in Government Statistics","Invited Paper Session ","Monday, August 4, 2025"
"1626","2:00 PM - 3:50 PM ","New Frontiers in Bayesian Econometrics and Forecasting","Invited Paper Session ","Monday, August 4, 2025"
"1235","2:00 PM - 3:50 PM ","Neyman Award & Lecture","Invited Paper Session ","Monday, August 4, 2025"
"2803","2:00 PM - 3:50 PM ","Pioneering Bayesian Dynamic Borrowing: Enhancing Clinical Trial Design and Analysis","Contributed Papers ","Monday, August 4, 2025"
"1488","2:00 PM - 3:50 PM ","Ralph D'Agostino Sr. Memorial Session","Invited Paper Session ","Monday, August 4, 2025"
"1119","2:00 PM - 3:50 PM ","Recent Advancement of Statistical Methods for Environmental Health Studies","Invited Paper Session ","Monday, August 4, 2025"
"2334","2:00 PM - 3:50 PM ","Recent Advances in Computing, Optimization, and Causal Inference for Adaptive Clinical Trials","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"2779","2:00 PM - 3:50 PM ","Recent Advances in Personalized Precision Medicine Research","Contributed Papers ","Monday, August 4, 2025"
"2778","2:00 PM - 3:50 PM ","Recent Topics in Missing Data and Model Selection","Contributed Papers ","Monday, August 4, 2025"
"1104","2:00 PM - 3:50 PM ","Revolutionizing Propensity Score Estimation with Machine Learning Techniques","Invited Paper Session ","Monday, August 4, 2025"
"1917","2:00 PM - 3:50 PM ","SBSS Student Paper Award II","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"1937","2:00 PM - 3:50 PM ","Section on Statistics in Imaging Student Paper Competition Award Winners","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"4057","2:00 PM - 3:50 PM ","SPAAC Poster Competition — Topic Contributed Poster Presentations","Contributed Posters ","Monday, August 4, 2025"
"5045","2:00 PM - 2:45 PM ","Speed 3: Statistical Methods for High Dimensional and Complex Data, Part 2","Contributed Posters ","Monday, August 4, 2025"
"2380","2:00 PM - 3:50 PM ","SPES and Q&P Student Paper Award","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"2094","2:00 PM - 3:50 PM ","Statistical Innovations for Assessing Linear and Non-Linear Associations in Genetic and Genomic Data","Topic-Contributed Paper Session ","Monday, August 4, 2025"
"2860","2:00 PM - 3:50 PM ","Statistical Innovations for Heterogeneous and Clustered Data","Contributed Papers ","Monday, August 4, 2025"
"2871","2:00 PM - 3:50 PM ","Statistical Learning Methods for Feature Selection & Model Tuning","Contributed Papers ","Monday, August 4, 2025"
"2880","2:00 PM - 3:50 PM ","Statistical Methods for Functional Data","Contributed Papers ","Monday, August 4, 2025"
"1473","2:00 PM - 3:50 PM ","Statistical Signal Processing in Multiscale Domains","Invited Paper Session ","Monday, August 4, 2025"
"1113","2:00 PM - 3:50 PM ","Statisticians Leading the Way: Leveraging the All of Us Research Program Data to Advance Science","Invited Panel Session ","Monday, August 4, 2025"
"2943","2:00 PM - 3:50 PM ","Survey Methodology","Contributed Papers ","Monday, August 4, 2025"
"1499","2:00 PM - 3:50 PM ","The Annals of Statistics Invited Papers","Invited Paper Session ","Monday, August 4, 2025"
"5122","2:00 PM - 3:50 PM ","The DeepSeek and Recent Advancements in AI","Late-Breaking Session ","Monday, August 4, 2025"
"2917","2:00 PM - 3:50 PM ","Treatment Effect Estimation and Experimental Designs","Contributed Papers ","Monday, August 4, 2025"
"1183","2:00 PM - 3:50 PM ","Visualizing Spatial Data via Linked Micromaps","Invited Paper Session ","Monday, August 4, 2025"
"5090","3:00 PM - 4:00 PM ","Joint reception for CoWiS, CMRR, CSD, JEDI, LGBTQ+ Advocacy Committee, and the ASA book club","ASA Meetings and Events ","Monday, August 4, 2025"
"2735","3:00 PM - 5:00 PM ","Section on Statistics in Marketing Mixer Meeting","ASA Meetings and Events ","Monday, August 4, 2025"
"5046","3:00 PM - 3:45 PM ","Speed 4: Bayesian Analysis and Computational Methods, Part 2","Contributed Posters ","Monday, August 4, 2025"
"5189","3:30 PM - 4:00 PM ","JSM Spotlight: Microbrew Tasting, sponsored by PhaseV Trials","JSM Hours ","Monday, August 4, 2025"
"4704","4:00 PM - 5:00 PM ","ASA LGBTQ+ Advocacy Committee Meeting","ASA Meetings and Events ","Monday, August 4, 2025"
"1012","4:00 PM - 5:50 PM ","ASA President's Invited Address","Invited Paper Session ","Monday, August 4, 2025"
"5066","4:00 PM - 5:30 PM ","Middle TN Chapter","ASA Meetings and Events ","Monday, August 4, 2025"
"4800","4:30 PM - 6:30 PM ","ASA Biopharmaceutical Section Business Meeting and Mixer","ASA Meetings and Events ","Monday, August 4, 2025"
"2953","4:30 PM - 6:30 PM ","Interest Group on Stats up AI Business Meeting","ASA Meetings and Events ","Monday, August 4, 2025"
"3354","4:30 PM - 8:30 PM ","Korean International Statistical Society Annual Mixer","Affiliate Meetings and Events ","Monday, August 4, 2025"
"4853","4:30 PM - 5:30 PM ","Statistics in Imaging Business Meeting (Closed)","ASA Meetings and Events ","Monday, August 4, 2025"
"4571","5:00 PM - 6:30 PM ","Baylor Statistics Alumni event - by invitation only","Affiliate Meetings and Events ","Monday, August 4, 2025"
"2733","5:00 PM - 8:00 PM ","Department of Statistics, Aggie Reunion","Affiliate Meetings and Events ","Monday, August 4, 2025"
"2758","5:00 PM - 9:00 PM ","Eli Lilly Reception - by invitation only","Affiliate Meetings and Events ","Monday, August 4, 2025"
"5134","5:00 PM - 6:00 PM ","Law and Justice Statistics Interest Meeting","ASA Meetings and Events ","Monday, August 4, 2025"
"2728","5:00 PM - 7:00 PM ","Section on Statistical Learning and Data Science Business Meeting and Mixer","ASA Meetings and Events ","Monday, August 4, 2025"
"4512","5:00 PM - 7:00 PM ","Section on Statistics and the Environment Reception","ASA Meetings and Events ","Monday, August 4, 2025"
"5233","5:00 PM - 6:00 PM ","Section on Statistics in Genomics and Genetics Business Meeting","ASA Meetings and Events ","Monday, August 4, 2025"
"3905","5:00 PM - 6:30 PM ","UC Berkeley Statistics Alumni Mixer","Affiliate Meetings and Events ","Monday, August 4, 2025"
"2773","5:30 PM - 7:30 PM ","International Indian Statistical Association Mixer at JSM","Affiliate Meetings and Events ","Monday, August 4, 2025"
"3614","5:30 PM - 7:00 PM ","Reception International Statistical Institute","Affiliate Meetings and Events ","Monday, August 4, 2025"
"4445","5:30 PM - 6:30 PM ","Section on Lifetime Data Science","ASA Meetings and Events ","Monday, August 4, 2025"
"4856","5:30 PM - 7:30 PM ","Section on Statistics in Epidemiology and Biometrics Section Mixer","ASA Meetings and Events ","Monday, August 4, 2025"
"2777","5:30 PM - 7:00 PM ","Section on Statistics in Sports Business Meeting","ASA Meetings and Events ","Monday, August 4, 2025"
"4858","5:30 PM - 9:30 PM ","Tsinghua statistics reception","Affiliate Meetings and Events ","Monday, August 4, 2025"
"5133","6:00 PM - 8:00 PM ","Alumni Networking Reception for UC Riverside, Dept. of Statistics","Affiliate Meetings and Events ","Monday, August 4, 2025"
"4703","6:00 PM - 7:00 PM ","ASA President's Invited Speaker Reception (By Invitation Only)","ASA Meetings and Events ","Monday, August 4, 2025"
"4258","6:00 PM - 7:30 PM ","Bristol Myers Squibb (BMS) Reception (by invitation only)","Affiliate Meetings and Events ","Monday, August 4, 2025"
"5231","6:00 PM - 9:00 PM ","HPSS, MHSS, & Statistics and Data Science in Aging Interest Group","ASA Meetings and Events ","Monday, August 4, 2025"
"4695","6:00 PM - 8:00 PM ","JSM Student Mixer - Sponsored by Eli Lilly & Company","ASA Meetings and Events ","Monday, August 4, 2025"
"2718","6:00 PM - 8:00 PM ","NISS Annual Reception","Affiliate Meetings and Events ","Monday, August 4, 2025"
"2716","6:00 PM - 8:00 PM ","Penn State Eberly College of Science Reception","Affiliate Meetings and Events ","Monday, August 4, 2025"
"4427","6:00 PM - 9:30 PM ","Reception Party for Department of Statistics, Florida State University","Affiliate Meetings and Events ","Monday, August 4, 2025"
"2732","6:00 PM - 8:00 PM ","Section on Teaching of Statistics in the Health Sciences Mixer","ASA Meetings and Events ","Monday, August 4, 2025"
"4514","6:00 PM - 8:00 PM ","Social Statistics Section and Government Statistics Sections Business Meeting and Social Hour","ASA Meetings and Events ","Monday, August 4, 2025"
"4857","6:00 PM - 8:00 PM ","Statistical Consulting Section Meeting and Mixer","ASA Meetings and Events ","Monday, August 4, 2025"
"4832","6:00 PM - 8:00 PM ","University of Michigan Biostatistics JSM Alumni Reception","Affiliate Meetings and Events ","Monday, August 4, 2025"
"5118","6:00 PM - 8:00 PM ","University of Michigan Statistics JSM Alumni Reception","Affiliate Meetings and Events ","Monday, August 4, 2025"
"4697","6:30 PM - 7:30 PM ","ASA Longtime Member Reception (By Invitation Only)","ASA Meetings and Events ","Monday, August 4, 2025"
"4521","6:30 PM - 8:30 PM ","Reception by PKU Stat-Center","Affiliate Meetings and Events ","Monday, August 4, 2025"
"5076","7:00 PM - 9:00 PM ","Forensic Statistics Interest Group Mixer","ASA Meetings and Events ","Monday, August 4, 2025"
"1255","8:00 PM - 9:30 PM ","IMS Presidential Address","Invited Paper Session ","Monday, August 4, 2025"
"4422","9:15 PM - 10:30 PM ","IMS Awards Ceremony and Presidential Address Reception","Affiliate Meetings and Events ","Monday, August 4, 2025"
"3681","7:00 AM - 8:15 AM ","Biopharmaceutical Section A.M. Roundtable Discussion (Added Fee)","Roundtables – Breakfast ","Tuesday, August 5, 2025"
"2952","7:00 AM - 9:00 AM ","Brigham Young University Friends and Alumni Open House","Affiliate Meetings and Events ","Tuesday, August 5, 2025"
"2712","7:00 AM - 8:30 AM ","Deming Lectureship Committee Breakfast Meeting (Closed)","ASA Meetings and Events ","Tuesday, August 5, 2025"
"5088","7:00 AM - 8:30 AM ","Education Council Business Meeting","ASA Meetings and Events ","Tuesday, August 5, 2025"
"5143","7:00 AM - 8:15 AM ","Mental Health Statistics Section Business Meeting","ASA Meetings and Events ","Tuesday, August 5, 2025"
"4446","7:00 AM - 8:30 AM ","PBI Statistics Focus Group (Closed)","Affiliate Meetings and Events ","Tuesday, August 5, 2025"
"5190","7:00 AM - 6:00 PM ","Quiet Reflection & Mindfulness Area, sponsored by AstraZeneca","JSM Hours ","Tuesday, August 5, 2025"
"3682","7:00 AM - 8:15 AM ","Section on Statistical Learning and Data Science A.M. Roundtable Discussion (Added Fee)","Roundtables – Breakfast ","Tuesday, August 5, 2025"
"3673","7:00 AM - 8:15 AM ","Social Statistics Section A.M. Roundtable Discussion (Added Fee)","Roundtables – Breakfast ","Tuesday, August 5, 2025"
"5191","7:00 AM - 6:00 PM ","Speaker Ready Room, sponsored by Abbvie","JSM Hours ","Tuesday, August 5, 2025"
"4516","7:00 AM - 9:00 AM ","Statistics in Biopharmaceutical Research Editorial Board Meeting","ASA Meetings and Events ","Tuesday, August 5, 2025"
"3243","7:30 AM - 8:30 AM ","Committee of Representatives to AAAS","ASA Meetings and Events ","Tuesday, August 5, 2025"
"4689","7:30 AM - 9:00 AM ","Committee on Membership Retention and Recruitment","ASA Meetings and Events ","Tuesday, August 5, 2025"
"5192","7:30 AM - 6:00 PM ","JSM Help Desk/Press Desk","JSM Hours ","Tuesday, August 5, 2025"
"5193","7:30 AM - 6:00 PM ","JSM Main Registration","JSM Hours ","Tuesday, August 5, 2025"
"5142","8:00 AM - 9:00 AM ","ASA BIOP Scientific Working Group for Neuroscience","ASA Meetings and Events ","Tuesday, August 5, 2025"
"4774","8:00 AM - 12:00 PM ","ASA Biopharmaceutical Section Executive Council Meeting","ASA Meetings and Events ","Tuesday, August 5, 2025"
"5070","8:00 AM - 11:00 AM ","Diversity Mentoring Program","ASA Meetings and Events ","Tuesday, August 5, 2025"
"5071","8:00 AM - 11:00 AM ","Diversity Mentoring Program","ASA Meetings and Events ","Tuesday, August 5, 2025"
"5063","8:00 AM - 9:30 AM ","JASA Editors' Meeting","ASA Meetings and Events ","Tuesday, August 5, 2025"
"5194","8:00 AM - 5:30 PM ","JSM Career Service","JSM Hours ","Tuesday, August 5, 2025"
"5086","8:00 AM - 9:00 AM ","National Academies of Sciences, Engineering, and Medicine Meeting","ASA Meetings and Events ","Tuesday, August 5, 2025"
"5147","8:00 AM - 9:30 AM ","Section on Text Analysis Mentoring Meeting","ASA Meetings and Events ","Tuesday, August 5, 2025"
